Id,SalePrice
2658,144581.21690885257
2718,149303.88963308124
2414,224488.15531955415
1989,97241.49188688135
625,174085.93237175397
333,93470.49827876732
1327,110463.43376831255
858,145196.8634078104
95,171430.69834667782
1568,168299.12252530784
2482,127591.71108029434
1364,114550.36958681326
2584,153617.04836957582
818,264491.088760543
2673,161560.63559615216
2089,105109.66866775465
1297,184963.15542912745
790,115966.09152753024
2616,212115.810672571
720,179524.29586549965
222,148060.04113567574
557,122182.04359632908
1148,165770.31796260955
2766,170148.31420416775
534,173714.73093075046
1452,119863.35742322248
630,111717.16390853396
2648,97392.53688585667
125,148198.91995482217
1904,73330.57067902616
1670,105640.3573075257
756,96489.85081252229
717,206515.5659434953
1032,152325.94309807935
852,206474.51054174738
1731,190768.5599038799
2639,127000.50216515319
2071,101044.10621479516
1267,102873.75430347964
1851,186174.74331747557
567,163550.250966166
2439,198544.46264570687
1898,141919.13037462413
647,181823.1212515379
2256,201687.0519908534
979,94667.83310228743
1444,215290.20829617252
2485,129237.42298707164
157,132429.1927277103
88,125739.88503306112
2003,111902.57873041909
186,202199.23125116047
1425,228966.84765459286
2695,119851.80048392416
738,109390.12279378252
395,146665.96238850965
1353,171531.9139368685
1878,139729.04226611162
390,152202.02752287782
1456,226823.5016414137
1103,324466.1071259398
1387,139018.26052931725
2070,135830.21777923906
1199,167532.5682324731
2479,170121.6339129792
501,301893.5165075293
2362,91277.23152912605
1718,197438.1353045687
2188,85503.31193732268
1483,132360.12466770934
2557,83152.98664870649
437,340768.4236176935
2224,227991.33023171127
1628,161632.64670439498
397,140292.84058112727
587,188635.615382879
2182,653272.6600137503
971,143604.22599392565
2611,135323.33932708376
1887,93558.15415997463
2399,374158.19832070125
2148,188112.18179798516
304,104326.90998072886
1997,123399.4901177428
2817,101564.86302998774
1431,193610.75987266493
427,319421.87026685866
263,127752.01142329795
598,176238.1568164571
2895,238812.87048607168
687,119050.94079062357
1822,130797.7285669235
2191,104373.02887192779
179,116934.77368986273
1009,216794.64976251975
2010,138145.27593701688
1991,135254.8177955326
1411,201248.9671279751
1721,224007.82092627688
1144,188377.746998153
593,217850.79500825796
575,285176.84328423697
1249,167738.6627564743
1604,119039.49402614219
1064,491136.75418552285
1923,149236.30801403153
1988,114730.93044340372
2325,165496.5534953615
114,203933.79770571523
2700,173824.27581858117
217,139516.7114826587
343,179719.58357932934
386,218153.84261847395
2005,139836.9380214709
2908,144440.6690935178
1814,229037.00955705394
2446,532487.9691423979
208,123464.42263952497
1679,110420.87853228436
822,327194.13037890714
6,194308.3592148287
1781,444039.4623964103
2397,305508.43320484634
2340,334480.89846254175
1618,174398.49735133568
2843,145799.3736347518
1061,394486.1035631954
2786,127438.09154898646
1935,135653.18861205346
1341,119004.27317429247
521,294813.3932473664
2136,142388.28420272324
996,199689.3513386707
227,145265.89116258148
135,176333.37418066064
1167,163377.917688526
294,233908.8772043825
1776,208889.35202000017
540,150645.61679420213
1717,216888.32157013498
2303,137479.77975472668
116,170580.08380824674
127,124960.72319129313
1371,121174.72823455374
1014,153427.0220746243
1507,101218.65173954573
702,127335.58298953835
750,140722.5566449169
261,158445.3533009186
1559,67548.13906744974
577,206307.09600851277
2812,192034.04448100325
2080,149264.30320211226
1368,96485.22520309403
2376,120587.16788201389
659,103520.83139900152
1235,147039.88464237945
332,67471.8463301625
1917,145481.84701953686
2094,225427.847212249
1460,263604.23306624405
1471,211438.11657090695
1509,114531.59273233076
1922,134775.4855103924
433,506521.540713574
460,283171.8253586518
1116,239956.2237124494
1137,159789.40834687065
53,150918.69575274046
2354,275746.00467573915
1475,184948.64674279687
1761,541758.3022197739
842,148371.83583610115
2739,177678.55826506024
2509,138027.67155410966
1007,192307.60755008974
2610,185841.68118615187
1952,68792.21422865953
2719,158846.62174901803
2921,84481.57568051867
1966,151774.15038357207
292,98905.80214233442
1204,187870.4274342859
1829,232707.22348693057
2419,198858.30194294226
391,140190.0624107858
798,106024.64238671858
