Id,SalePrice
2658,144558.89893553313
2718,149200.39632580453
2414,225528.90319605893
1989,97540.50175837614
625,172080.13481558906
333,95024.09109307127
1327,110876.122430888
858,142585.1501943611
95,173135.61175383278
1568,169170.48106092168
2482,130771.68738069595
1364,113470.11225033365
2584,153650.62837785413
818,262875.2615963111
2673,168952.3868357062
2089,103951.57637982396
1297,173284.5013626807
790,115825.93164451211
2616,211099.07247021073
720,178432.7646431853
222,146749.05774755776
557,120539.35732739535
1148,169185.53190592746
2766,168258.03215898667
534,173604.69734533853
1452,120542.87303373916
630,108805.489529368
2648,96672.62197548989
125,147551.29530228814
1904,71634.03176924423
1670,104627.40172590199
756,96942.73423334514
717,208011.897603777
1032,152876.80759467487
852,206910.17534309695
1731,193345.9878653332
2639,128285.20890865126
2071,98326.5061526054
1267,102288.81203303835
1851,186823.06169198244
567,164941.89649753575
2439,197276.20948261325
1898,141856.8443432988
647,182644.23226592434
2256,205411.38490869408
979,96414.63214908564
1444,215908.76755878143
2485,125408.41260326328
157,131967.6679073742
88,126268.73346508201
2003,112910.3175285873
186,202288.66934035718
1425,230351.4449368019
2695,119964.68448093813
738,109204.58282268676
395,146887.6726819938
1353,171548.90142503544
1878,138413.1579879725
390,152855.67102608853
1456,225372.4347744044
1103,324283.2304386543
1387,140098.0962241853
2070,139657.98486090894
1199,166061.00366498902
2479,170285.53911764268
501,299816.3344981945
2362,89083.9798231814
1718,199224.1884485574
2188,80364.60073055397
1483,132306.61816595052
2557,82813.95941722649
437,340890.5910042841
2224,225050.2051143744
1628,160177.80436413526
397,138149.8865148467
587,187093.98736897064
2182,655148.5294247069
971,142263.85139491595
2611,135379.60043896292
1887,89763.97870732076
2399,372949.7954120496
2148,188738.79815252963
304,106519.52007804927
1997,123720.59614842362
2817,102444.09060096834
1431,193473.07866604533
427,319447.1702453648
263,127508.48316452955
598,173673.28406025702
2895,238517.92901319312
687,122255.8373204188
1822,128938.03192422166
2191,103798.55149172572
179,117408.71859965101
1009,217879.84177343547
2010,136382.47825660254
1991,135659.0478247411
1411,201838.42417916236
1721,224245.37636959204
1144,188672.27817133418
593,218328.35614566226
575,286608.0275350672
1249,167963.54310685815
1604,119067.6197081313
1064,491122.87999348575
1923,149193.6617981433
1988,114331.21757391212
2325,164654.8103259399
114,202557.6003924827
2700,174569.26352380146
217,141582.58874260169
343,180480.82979782252
386,221194.98889635084
2005,139242.6106186665
2908,144121.56304115755
1814,227248.38511707843
2446,534278.1420031022
208,125295.62347943382
1679,110100.85898645897
822,327992.79807536723
6,195597.59481229074
1781,443992.50178764435
2397,305389.0280519193
2340,334964.99112895457
1618,172827.6361054508
2843,141770.14942070004
1061,393228.991195492
2786,126705.01879308093
1935,136148.60991066205
1341,117882.52629083791
521,293786.7541216286
2136,142512.06430690736
996,200867.6864904482
227,146880.43114231084
135,176282.3821576985
1167,164946.47374398028
294,234913.48947413708
1776,208430.4924674551
540,151874.9638133119
1717,218710.37265062868
2303,138209.32395133236
116,171151.1659207053
127,124714.74968415964
1371,120849.04293770669
1014,158092.1425383729
1507,99267.96617737296
702,131413.97840921208
750,141375.278408295
261,156872.29998132377
1559,67748.04660307686
577,210066.20353181334
2812,192420.92993710097
2080,150359.9368992229
1368,95335.91592818382
2376,120559.00042001973
659,102817.12283746386
1235,144926.30724711833
332,68354.02926038252
1917,144857.85080488469
2094,227040.5529267853
1460,262924.01399672753
1471,211880.38625198416
1509,114907.50449701189
1922,135299.83419297193
433,503042.34855798166
460,284074.97944188374
1116,239771.76236508996
1137,161206.88270442607
53,149715.1372736676
2354,277314.6759173237
1475,185061.34758220636
1761,539844.9598301174
842,148184.6969732584
2739,180090.23656236148
2509,140048.1328032317
1007,190662.02280128072
2610,186909.0566446418
1952,68289.55520339939
2719,161222.31645620428
2921,85998.4193484399
1966,151703.6982398678
292,105975.17015652079
1204,186104.7688748662
1829,234301.4269421657
2419,199761.32760620606
391,140543.37014930532
798,106768.24376108567
481,196066.72856271057
193,192458.6273600466
555,111873.03744538478
899,56146.25058839959
2357,179007.88679808378
328,129299.09484884981
1356,116221.65859245392
1154,99304.04114028532
1730,187873.74665211793
2249,156524.41993416962
1119,287842.0751803834
2856,152066.11702852906
1394,143479.3148676199
2587,120823.72969327844
61,310054.7508141296
2661,162918.57941496465
2711,128781.20851999335
1147,179525.9139613558
757,104429.35330214142
2623,98743.93718156428
2378,130038.71026440733
1413,150682.15094777173
1722,216287.52913825843
1112,205044.27536781644
1623,199849.80849729385
1201,179808.88056285563
1513,112658.25536408625
957,491694.8631142033
1171,289991.9437680964
1145,190104.17227652995
2726,241973.25562647823
703,147615.3857995367
760,109950.95089984708
1964,146150.8082833665
2512,171735.8112202913
159,138760.45163520193
1281,167277.40238782205
468,174563.65391584812
290,123662.92541491939
665,95664.56374939787
1463,253343.5477062466
1792,214828.88153962535
923,170905.22554416163
500,273709.89201572584
1408,182605.87563305115
331,75713.89594229055
170,135855.59279749263
2192,98747.52295377012
2571,266510.0392483352
2314,170634.22265658574
2647,96242.34127997677
422,450184.80554300966
2457,340054.18272573734
1838,194691.09095238382
2805,261317.02788703376
1645,142657.17376801348
1711,292506.39749631914
2825,228909.9360125237
322,331218.17939774366
2103,260075.9191145769
342,114522.88812825666
600,147852.597568159
488,179425.2407982482
1725,330679.5324370093
2246,311247.20787022775
2847,151243.59714556858
806,244433.8434162028
530,222864.53888949333
963,195211.85335016367
2678,108464.01664045034
171,90921.93577512866
2401,462902.32426531427
805,221928.3011797713
2259,247037.26516893576
1748,178750.1505189254
1361,138442.1126113215
1677,108578.6226030055
1406,150731.05822905176
2322,252074.72909214534
688,152549.90084497142
143,151437.17388003622
804,206535.23615759215
1214,149454.08322192868
2828,146304.56865519262
1999,168874.83516386454
2467,211545.92649606592
2665,153722.613380617
1538,351561.7891907841
398,127170.2639183097
2822,140968.6839497327
2157,128859.932975
1856,176540.55228430033
1269,85402.51960681938
2570,123870.79393706215
2320,225171.54835400428
1517,149547.57977111335
2304,136958.72760507092
1312,85453.54298327072
2012,131172.3066554207
506,249369.82312394632
2865,234322.521160251
2367,95955.79361694842
554,66061.11592491879
238,136905.2865185747
1954,109598.53156489693
2488,119916.21709840302
2291,51062.735608292045
1969,97008.08706127852
2725,184628.13824777235
1482,132306.61816595052
2763,194087.53423971264
503,262987.65232485137
1584,244391.68907921086
1531,110899.12542348332
2210,183057.180153582
459,352719.68627028866
556,132878.75377430487
1347,130666.37191158812
1290,60138.552813720424
1388,73790.76291052252
1571,373950.2267319639
2754,201871.93998898286
765,137652.58217351395
2494,128378.00255495077
2870,269619.39531070716
7,242354.93066904368
1114,236711.4392201414
2418,283432.66464928514
291,160313.9484652907
18,382654.1211398477
39,403667.4767898391
1001,280473.30442638765
2442,223428.79349012626
616,120045.79773358419
2680,77564.10574512067
1414,119016.41205378924
289,161528.628721704
40,278323.1807296898
860,129309.29822741309
409,135250.742010165
673,158052.5105230764
2427,169279.8710909374
2036,224272.27579375682
2564,141119.6612038156
642,156877.07142558764
1008,186823.3810651116
1908,152335.67408210877
2519,190897.32524099783
1369,96731.44061448006
2855,174286.71027592826
712,98860.0227489972
1943,106889.13088393281
1958,112762.06718451367
107,150249.06422665482
2295,220571.33423672174
704,98790.21315175248
676,131687.70469742035
259,186534.9265870147
93,292721.6895528601
106,246227.40099218208
2315,174753.91281116102
1050,99805.38458911818
1095,202281.21649819752
2709,151991.8541959857
758,119163.20546209044
1496,147209.14488333045
2370,123894.67250457103
2458,287470.3531692594
2733,137953.87683682446
161,267571.58130134083
726,129876.4954457737
845,196917.7205839567
947,256014.8555790882
2232,124072.0792747757
2563,145228.03276339942
2299,149238.7172080984
211,74053.63661101763
605,153516.13217291073
1478,194805.84092477174
2247,279103.57282022666
2274,235654.44400117616
2869,234792.76021268405
967,209923.5607171401
2656,144339.828179413
667,185251.30050638784
1042,107908.25382468477
2023,154329.64983617282
2447,402611.20652590506
2055,120837.42045879853
2275,274780.91156814643
2204,164911.9370893347
1563,275845.86580501706
483,209285.62913172413
796,118944.58373996499
1526,160806.34188264958
2042,113902.3133059931
442,359428.46734301094
1693,324424.68778039794
1468,215197.61557320273
1430,184030.00977547816
2605,154481.06908342522
1529,220494.3218640443
335,165163.7349694753
1287,119734.49966998282
31,99394.473815531
1785,301502.2312521294
82,174131.7204709493
2620,144512.01092356932
252,178206.87104997737
721,22935.533519382356
2165,189766.26501478488
2316,188890.22515899176
775,131978.42061611055
1558,97183.94454060378
17,225823.23630358023
1022,214479.80539668864
925,130238.16963020829
438,267018.92501203506
1270,156457.1202741596
1272,134821.04541763128
215,136459.1370969864
266,226628.5921424348
2402,278927.05878944905
1250,129796.77864672802
1984,134713.25606844225
1279,141023.32707026252
377,248550.05200789613
1252,101453.1159147108
2156,273885.9064750157
499,332463.7274749465
1374,132775.2046608075
2898,250346.47440824448
401,120506.06914447667
2721,170773.26224057283
2078,248186.11113175703
2589,122466.46824942948
1946,233991.47437360347
1334,109357.05241226638
2781,207602.06439532014
431,452440.73483703565
576,186680.65941750607
1474,213158.15258266684
2254,136447.91366205667
2155,314712.12082427274
885,90308.51929736068
643,136164.4364065458
1944,122365.44142960268
480,187689.34689433663
2845,100373.71012293501
2387,324949.7215202027
2407,214977.94711531443
2527,167234.84414749895
2514,135963.6989063716
629,143139.0985561167
80,211366.3880599013
1876,145695.44613790838
1546,116951.48397868732
2518,151887.8735264691
2347,152469.72921318235
783,245000.27970120497
1322,93827.09186388389
194,92429.9128986625
1770,294002.81905133
2143,125823.71811361774
1229,212885.80947203026
511,277220.3300762926
46,239247.26380644226
1348,158067.53991747042
2465,209539.28796372516
387,233142.53358526132
873,222820.28118659207
1918,129627.92042793427
2764,237720.4877421693
2184,122680.74053181102
934,132685.1608205554
1920,132790.94746528007
2631,160584.05250016274
1768,564978.2400151114
2040,118228.29499086877
1749,203938.39139905036
834,235467.01739173662
1457,225610.61050771293
79,106971.98322614003
2302,129330.56376056699
1817,148350.27384758764
2755,232306.43917540228
359,172602.2942130773
2059,105099.92941871379
2092,231896.27041933942
2516,230504.16996730329
150,129587.70207990217
1656,151281.1977212201
83,85696.32656494761
2411,185397.4536377031
795,46286.7173561675
2312,216347.80105890497
2917,88144.2243566704
1624,173380.20286327344
2215,306513.10300056404
1211,147426.5379435732
