Id,SalePrice
2658,157336.08108612502
2718,155905.62561711622
2414,176622.66766835816
1989,109573.09702157021
625,169373.23926721088
333,89097.1017138701
1327,123084.80113883209
858,145286.7434607426
95,186897.12267626668
1568,169439.6324819683
2482,142521.25960934302
1364,115805.81179713496
2584,161344.65068424615
818,202888.6360155523
2673,195665.16329364767
2089,132555.22296341468
1297,120794.31100561138
790,114715.51595944891
2616,194314.94338594563
720,154422.4465942998
222,151061.55777026704
557,117188.6438562937
1148,178759.9617402574
2766,114766.13666754059
534,158446.29176193784
1452,122853.95396561209
630,129871.33874079854
2648,121268.92893211535
125,161102.16316864238
1904,63355.2197631874
1670,123424.29925450549
756,86783.86675423969
717,257127.21800081083
1032,164883.91030282847
852,211968.04318582237
1731,172810.61460118258
2639,115817.89453618262
2071,94512.89224664394
1267,112894.06948976246
1851,205802.5305778786
567,158815.86387963354
2439,209307.772922611
1898,155014.28517600737
647,147697.8635495227
2256,248272.8083836912
979,89253.0454807887
1444,210904.02960336476
2485,118266.78649158572
157,129117.39850359043
88,128393.27971224168
2003,106918.05660275617
186,199754.6980143594
1425,269739.5302199145
2695,140365.8519823887
738,89321.55200298637
395,165321.5334342163
1353,121308.93696194219
1878,144253.75060101203
390,155785.70096703502
1456,230809.9808601474
1103,336484.57518974185
1387,104087.55256723036
2070,138649.9867205219
1199,174778.97544062245
2479,173251.77448282146
501,327954.5052109861
2362,128759.97362962115
1718,194928.80432709947
2188,77895.09638966026
1483,144881.7467641037
2557,82171.47579228746
437,335072.3305678066
2224,186365.56727548316
1628,168878.32905067794
397,138171.59412383309
587,196567.38040830824
2182,507116.9067004799
971,112861.32696526143
2611,150680.49905507636
1887,103657.0851660845
2399,345827.64882375207
2148,204386.08483300317
304,91678.30634016884
1997,138004.59126065648
2817,119337.85418774094
1431,173983.66497195268
427,419045.4544269189
263,128308.45160280076
598,141712.9329675812
2895,237932.16477736842
687,162267.6328856034
1822,130810.74713571821
2191,118839.58951097229
179,121573.01605823528
1009,169755.06141919293
2010,129769.06924671278
1991,135963.80982266046
1411,149340.76012411772
1721,233165.0427765979
1144,187420.61281896074
593,212158.1009023203
575,302860.191549896
1249,179488.3089632538
1604,132340.1439635075
1064,469953.8341790531
1923,154883.42129193517
1988,134618.10825611098
2325,166363.5237668913
114,183235.22999869837
2700,135113.26741221655
217,131107.59594416377
343,178773.34381904712
386,254038.48013522863
2005,114103.84209764854
2908,157156.9099248646
1814,196295.74495754272
2446,358190.37418813567
208,158026.27988530495
1679,119055.49596780466
822,312537.1400467617
6,197064.79062854848
1781,361778.83586659026
2397,279140.701353541
2340,337057.0610629361
1618,182999.49251011372
2843,143641.3591343598
1061,393670.75548325584
2786,119069.9051373662
1935,131171.0415944528
1341,120044.99297864357
521,322760.7152173539
2136,142585.47073018848
996,185804.26160217304
227,134512.30071625527
135,194910.21124227796
1167,174107.4407588994
294,260614.169972435
1776,189445.75831216067
540,161582.94849111288
1717,194928.80432709947
2303,127074.97864894313
116,184551.53378693858
127,133668.98450329457
1371,126845.57438866013
1014,163081.01484105206
1507,113480.97469021467
702,128212.41245221728
750,150783.61507562338
261,162712.9834881039
1559,89711.41213220486
577,277020.5342369868
2812,203685.5081355713
2080,131635.47336180496
1368,99455.03699847945
2376,135122.42695291678
659,115675.35592798045
1235,130360.49063635421
332,97579.07440063357
1917,144067.85591657698
2094,240342.2600065059
1460,295854.8428628738
1471,203305.92795041337
1509,127768.39441340991
1922,134720.0758201935
433,483301.75606121076
460,256462.10968577614
1116,249008.82018354713
1137,155606.20009964713
53,175534.73539516825
2354,275407.1746271656
1475,200551.69858796164
1761,415655.2374402208
842,143499.62874676322
2739,175444.98017135696
2509,164404.34746797557
1007,198265.8063333223
2610,174306.5063165131
1952,85275.05703602263
2719,155340.6957778918
2921,96587.03283570369
1966,137387.08311095624
292,120884.55444553134
1204,182066.90785515239
1829,294892.37849246524
2419,179675.24329922706
391,157314.80796407885
798,92928.09693287265
481,179009.36331472002
193,191117.87473204083
555,125036.51533946687
899,108620.5828874161
2357,170095.4155450369
328,91899.20066938945
1356,122050.77971307018
1154,119563.64919383368
1730,174585.32444700727
2249,153592.0889011767
1119,262562.16875584354
2856,130107.69282678798
1394,158078.7419641595
2587,139037.28632227407
61,379775.601562025
2661,195114.3145662084
2711,142508.9892100818
1147,182750.7425413659
757,136835.8917292144
2623,95880.60404145846
2378,132401.46934405935
1413,147199.98973158313
1722,219917.76727119827
1112,232984.31731465232
1623,190064.77583901535
1201,188119.53132669633
1513,107478.852639733
957,257407.40802684877
1171,297005.78495346743
1145,194304.04584067757
2726,332578.96659452503
703,149540.91402289088
760,116070.85048860885
1964,136201.8803479469
2512,168398.68280969217
159,112573.2235657459
1281,164762.85322405002
468,175199.08925160955
290,97909.45106037373
665,102299.98546960946
1463,289195.9153141697
1792,251856.80309327936
923,171865.43414794147
500,314547.1748927322
1408,148930.00686794566
331,114486.18308260167
170,113117.97753626938
2192,85696.74982291192
2571,281692.75941610854
2314,166922.87562384672
2647,97634.84301013156
422,433721.33447955316
2457,313808.9059455377
1838,192954.66282473164
2805,252877.5841176553
1645,164500.12967007843
1711,311498.0506860985
2825,234835.42724389318
322,389137.53031023906
2103,273671.802034786
342,127493.5097334338
600,118422.72175409281
488,197897.40512978114
1725,339710.31020126946
2246,314904.61215880734
2847,139753.12103318656
806,223399.81930326682
530,257664.6621652498
963,190499.70778250773
2678,108781.45232522339
171,86547.30369391978
2401,425039.8934836313
805,212481.02389633312
2259,222483.51939265564
1748,170566.15385745844
1361,156168.02520680585
1677,101257.48599999711
1406,107827.81127179509
2322,219975.3455555148
688,165806.51222572773
143,144276.4307410428
804,191862.40783228033
1214,165699.49773988768
2828,142733.48100999848
1999,184809.74480398552
2467,216963.61955046133
2665,164022.5870809999
1538,511913.9448524818
398,124346.82233698464
2822,142410.69847416005
2157,144344.50448864693
1856,246368.7707034785
1269,100766.72484481639
2570,125262.60424580127
2320,232486.47028744366
1517,147869.05746971356
2304,138357.96216815204
1312,97755.13972666161
2012,122651.16211913891
506,239426.52702497132
2865,236922.4570699247
2367,91077.41595005055
554,109210.43426004561
238,132122.0079345943
1954,121551.57174249565
2488,69895.1728788567
2291,117012.41400210025
1969,107738.45119786583
2725,154174.25281306152
1482,144881.7467641037
2763,196050.5957706292
503,257913.0934045941
1584,220715.1279760825
1531,99972.10460443597
2210,123652.44748334946
459,346957.15700640617
556,134032.1272639272
1347,148758.1579366705
1290,93378.32611081366
1388,65006.52117255554
1571,173048.6189472545
2754,198418.65471861188
765,166812.15907552873
2494,128930.35514619025
2870,246405.13189153597
7,202876.56110352604
1114,232120.10054351817
2418,275568.2383452747
291,68157.88061867771
18,401003.3982514973
39,343506.68751894275
1001,250407.4686701222
2442,239675.02650973498
616,113554.85739722574
2680,56131.31089294258
1414,135934.8445429409
289,128295.37005472914
40,294137.39567481267
860,130182.6302613492
409,142274.9309879375
673,159492.80665346602
2427,174760.06961196952
2036,268250.9861740341
2564,146462.90587870986
642,157596.28437522036
1008,181594.13205862386
1908,125759.25473150742
2519,171253.52475757993
1369,81750.06321005106
